event_id,meeting,deadline,date,estimated,kind,city,country,url
istss-2026,ISTSS 42nd Annual Meeting 2026,Registration cancellation deadline,2026-08-14,no,registration,San Antonio,US,https://istss.org/wp-content/uploads/2026/01/2026-Call-for-Proposals.pdf
wpa-world-congress-2026,26th World Congress of Psychiatry (WCP 2026),Session proposal submission,2026-02-09,no,submission,Stockholm,SE,https://wcp-congress.com/general-information/
wpa-world-congress-2026,26th World Congress of Psychiatry (WCP 2026),Fellowship applications,2026-03-19,no,award,Stockholm,SE,https://wcp-congress.com/general-information/
wpa-world-congress-2026,26th World Congress of Psychiatry (WCP 2026),Abstract submission,2026-03-23,no,submission,Stockholm,SE,https://wcp-congress.com/general-information/
wpa-world-congress-2026,26th World Congress of Psychiatry (WCP 2026),Early registration,2026-06-02,no,registration,Stockholm,SE,https://wcp-congress.com/general-information/
wpa-world-congress-2026,26th World Congress of Psychiatry (WCP 2026),Regular registration,2026-08-18,no,registration,Stockholm,SE,https://wcp-congress.com/
acs-clinical-congress-2026,Clinical Congress 2026,"General scientific abstract, surgical video, and history poster submission",2026-03-02,no,submission,Washington,US,https://www.facs.org/for-medical-professionals/news-publications/news-and-articles/acs-brief/february-24-2026-issue/last-call-for-clinical-congress-2026-abstracts-submit-by-march-2/
acs-clinical-congress-2026,Clinical Congress 2026,High-Impact Clinical Trials and Studies submission opens,2026-06-01,no,opens,Washington,US,https://www.facs.org/for-medical-professionals/conferences-and-meetings/clinical-congress-2026/call-for-abstracts/
acs-clinical-congress-2026,Clinical Congress 2026,High-Impact Clinical Trials and Studies submission,2026-07-01,no,submission,Washington,US,https://www.facs.org/for-medical-professionals/conferences-and-meetings/clinical-congress-2026/call-for-abstracts/
acs-clinical-congress-2026,Clinical Congress 2026,Medical Student Program abstract submission,2026-06-26,no,submission,Washington,US,https://www.facs.org/media/p0sfgbwd/medical-student-program-abstract-submission-guidelines-2026.pdf
astro-annual-2026,2026 ASTRO Annual Meeting,Abstract submission,2026-02-24,no,submission,Boston,US,https://www.astro.org/meetings-and-education/micro-sites/2026/annual-meeting/learn/scientific-program/abstracts
astro-annual-2026,2026 ASTRO Annual Meeting,Notification of abstract acceptance,2026-05-14,no,notification,Boston,US,https://www.astro.org/meetings-and-education/micro-sites/2026/annual-meeting/learn/scientific-program/abstracts
astro-annual-2026,2026 ASTRO Annual Meeting,Registration opens,2026-05-14,no,opens,Boston,US,https://www.astro.org/meetings-and-education/micro-sites/2026/annual-meeting/attend/registration
astro-annual-2026,2026 ASTRO Annual Meeting,Early registration,2026-06-25,no,registration,Boston,US,https://www.astro.org/meetings-and-education/micro-sites/2026/annual-meeting/attend/registration
accp-clinpharm-annual-2026,2026 Annual Meeting of the American College of Clinical Pharmacology,Early registration,2026-06-30,no,registration,North Bethesda,US,https://accp1.org/Members/ACCP1/3Annual_Meeting/2026-ACCP-Annual-Meeting.aspx
isbd-annual-2026,ISBD 28th Annual Conference 2026,Registration cancellation for partial refund,2026-08-14,no,registration,Vancouver,CA,https://www.isbd.org/annual-conference/
isbd-annual-2026,ISBD 28th Annual Conference 2026,Hotel block reservation,2026-08-27,no,registration,Vancouver,CA,https://www.isbd.org/annual-conference/
uiuc-pn-innovation-day-2026,Personalized Nutrition Initiative Innovation Day 2026,Abstract submission deadline,2026-08-24,no,submission,Urbana,US,https://personalizednutrition.research.illinois.edu/2026-pn-innovation-day/
aanem-annual-2026,2026 AANEM Annual Meeting,Abstract submission opens,2026-01-01,no,opens,Orlando,US,https://www.aanem.org/meetings/annual-meeting/abstract-information-submission
aanem-annual-2026,2026 AANEM Annual Meeting,Abstract submission,2026-03-15,no,submission,Orlando,US,https://www.aanem.org/meetings/annual-meeting/abstract-information-submission
aanem-annual-2026,2026 AANEM Annual Meeting,MGFA Scientific Session abstract submission opens,2026-03-09,no,opens,Orlando,US,https://www.aanem.org/meetings/annual-meeting/abstract-information-submission
aanem-annual-2026,2026 AANEM Annual Meeting,MGFA Scientific Session abstract submission,2026-05-01,no,submission,Orlando,US,https://www.aanem.org/meetings/annual-meeting/abstract-information-submission
aanem-annual-2026,2026 AANEM Annual Meeting,Early registration,2026-07-14,no,registration,Orlando,US,https://www.aanem.org/meetings/annual-meeting/registration-information
aanem-annual-2026,2026 AANEM Annual Meeting,Regular registration,2026-08-31,no,registration,Orlando,US,https://www.aanem.org/meetings/annual-meeting/registration-information
wcpg-2026,World Congress of Psychiatric Genetics 2026,Symposium chair submission,2026-03-19,no,submission,Glasgow,GB,https://ispg.net/wcpg-2026/
wcpg-2026,World Congress of Psychiatric Genetics 2026,Symposium participant submission,2026-03-26,no,submission,Glasgow,GB,https://ispg.net/wcpg-2026/
wcpg-2026,World Congress of Psychiatric Genetics 2026,Oral and poster abstract submission,2026-05-14,no,submission,Glasgow,GB,https://ispg.net/wcpg-2026/
wcpg-2026,World Congress of Psychiatric Genetics 2026,Early Career Investigator Program award application,2026-05-14,no,award,Glasgow,GB,https://ispg.net/wcpg-2026/
wcpg-2026,World Congress of Psychiatric Genetics 2026,Accepted speaker registration,2026-07-01,no,notification,Glasgow,GB,https://ispg.net/wcpg-2026/
isam-annual-2026,28th Annual Global ISAM Congress (ISAM 2026),Abstract submission opens,2025-10-01,yes,opens,Rotterdam,NL,https://isamweb.org/annual/
isam-annual-2026,28th Annual Global ISAM Congress (ISAM 2026),Abstract submission,2026-03-31,no,submission,Rotterdam,NL,https://www.isam2026rotterdam.org/abstract-information/
isam-annual-2026,28th Annual Global ISAM Congress (ISAM 2026),Abstract notification of review outcomes,2026-06-01,yes,notification,Rotterdam,NL,https://www.isam2026rotterdam.org/abstract-information/
isam-annual-2026,28th Annual Global ISAM Congress (ISAM 2026),Early registration,2026-06-30,no,registration,Rotterdam,NL,https://www.isam2026rotterdam.org/registration/
isam-annual-2026,28th Annual Global ISAM Congress (ISAM 2026),Travel award application,2026-06-01,no,award,Rotterdam,NL,https://isamweb.org/annual/
isam-annual-2026,28th Annual Global ISAM Congress (ISAM 2026),Registration deadline for presenting authors,2026-07-01,no,registration,Rotterdam,NL,https://www.isam2026rotterdam.org/registration/
isam-annual-2026,28th Annual Global ISAM Congress (ISAM 2026),Late-breaking poster submission opens,2026-07-01,no,opens,Rotterdam,NL,https://www.isam2026rotterdam.org/abstract-information/
isam-annual-2026,28th Annual Global ISAM Congress (ISAM 2026),Late-breaking abstract submission,2026-09-01,no,submission,Rotterdam,NL,https://www.isam2026rotterdam.org/abstract-information/
isam-annual-2026,28th Annual Global ISAM Congress (ISAM 2026),Late-breaking presenter registration deadline,2026-09-20,no,registration,Rotterdam,NL,https://www.isam2026rotterdam.org/registration/
aap-nce-2026,2026 AAP National Conference & Exhibition,Abstract submission opens,2026-02-06,no,opens,San Diego,US,https://aapexperience.org/abstracts/
aap-nce-2026,2026 AAP National Conference & Exhibition,Abstract submission deadline,2026-04-10,no,submission,San Diego,US,https://aapexperience.org/abstracts/
aap-nce-2026,2026 AAP National Conference & Exhibition,Registration opens for members,2026-05-01,no,opens,San Diego,US,https://aapexperience.org/conference-registration/
aap-nce-2026,2026 AAP National Conference & Exhibition,Registration opens for nonmembers,2026-05-08,no,opens,San Diego,US,https://aapexperience.org/conference-registration/
aap-nce-2026,2026 AAP National Conference & Exhibition,Early registration deadline,2026-08-21,no,registration,San Diego,US,https://aapexperience.org/conference-registration/
illinois-psychiatric-society-annual-2026,Illinois Psychiatric Society Annual Meeting 2026,Early bird registration,2026-08-28,no,registration,Countryside,US,https://www.illinoispsychiatricsociety.org/events-awardsupcoming-events-1/annual-meeting-2026
illinois-psychiatric-society-annual-2026,Illinois Psychiatric Society Annual Meeting 2026,Registration cancellation deadline,2026-09-15,no,registration,Countryside,US,https://www.illinoispsychiatricsociety.org/events-awardsupcoming-events-1/annual-meeting-2026
illinois-psychiatric-society-annual-2026,Illinois Psychiatric Society Annual Meeting 2026,Standard registration deadline,2026-09-18,no,registration,Countryside,US,https://www.illinoispsychiatricsociety.org/events-awardsupcoming-events-1/annual-meeting-2026
mds-congress-2026,MDS International Congress of Parkinson's Disease and Movement Disorders 2026,Abstract submission opens,2025-12-15,no,opens,Seoul,KR,https://www.mdscongress.org/Abstracts/Submissions
mds-congress-2026,MDS International Congress of Parkinson's Disease and Movement Disorders 2026,Abstract submission deadline,2026-03-15,no,submission,Seoul,KR,https://www.mdscongress.org/Abstracts/Submissions
acep-scientific-assembly-2026,ACEP26 Scientific Assembly,Research Forum abstract submission opens,2026-03-04,no,opens,Chicago,US,https://www.acep.org/sa/education/acep26-rf
wcap-world-congress-asian-psychiatry-2026,11th World Congress of Asian Psychiatry (WCAP 2026),Symposium and workshop proposal submission opens,2025-11-05,no,opens,Sapporo,JP,https://www.wcap2026.jp/submission.html
wcap-world-congress-asian-psychiatry-2026,11th World Congress of Asian Psychiatry (WCAP 2026),Symposium and workshop proposal submission,2026-02-28,no,submission,Sapporo,JP,https://www.wcap2026.jp/submission.html
wcap-world-congress-asian-psychiatry-2026,11th World Congress of Asian Psychiatry (WCAP 2026),Abstract submission opens,2025-12-25,no,opens,Sapporo,JP,https://www.wcap2026.jp/submission.html
wcap-world-congress-asian-psychiatry-2026,11th World Congress of Asian Psychiatry (WCAP 2026),Oral abstract submission,2026-04-06,no,submission,Sapporo,JP,https://www.wcap2026.jp/submission.html
wcap-world-congress-asian-psychiatry-2026,11th World Congress of Asian Psychiatry (WCAP 2026),Poster abstract submission,2026-04-30,no,submission,Sapporo,JP,https://www.wcap2026.jp/submission.html
wcap-world-congress-asian-psychiatry-2026,11th World Congress of Asian Psychiatry (WCAP 2026),Presenter registration,2026-07-31,no,registration,Sapporo,JP,https://www.wcap2026.jp/registration.html
wcap-world-congress-asian-psychiatry-2026,11th World Congress of Asian Psychiatry (WCAP 2026),Early registration,2026-08-16,no,registration,Sapporo,JP,https://www.wcap2026.jp/registration.html
wcap-world-congress-asian-psychiatry-2026,11th World Congress of Asian Psychiatry (WCAP 2026),Regular registration,2026-09-15,no,registration,Sapporo,JP,https://www.wcap2026.jp/registration.html
uiuc-uic-psychiatry-research-forum-2026,UIC Department of Psychiatry 17th Annual Research Forum (Extravaganza) 2026,Abstract submission opens,2026-09-02,no,opens,Chicago,US,https://www.psych.uic.edu/extravaganza
uiuc-uic-psychiatry-research-forum-2026,UIC Department of Psychiatry 17th Annual Research Forum (Extravaganza) 2026,Abstract submission deadline,2026-09-30,no,submission,Chicago,US,https://www.psych.uic.edu/extravaganza
srp-annual-2026,Society for Research in Psychopathology 2026 Annual Meeting,Abstract submission,2026-04-20,no,submission,Columbus,US,https://psychopathology.org/annual-meeting-2/
srp-annual-2026,Society for Research in Psychopathology 2026 Annual Meeting,Early bird registration,2026-08-23,no,registration,Columbus,US,https://x.com/srp_science
aan-fall-conference-2026,2026 AAN Fall Conference,Registration and housing open,2026-06-22,no,opens,Las Vegas,US,https://www.aan.com/events/fall-conference
aan-fall-conference-2026,2026 AAN Fall Conference,Early registration deadline,2026-08-13,no,registration,Las Vegas,US,https://www.aan.com/events/fall-conference/registration
aan-fall-conference-2026,2026 AAN Fall Conference,Advance registration and hotel deadline,2026-09-17,no,registration,Las Vegas,US,https://www.aan.com/events/fall-conference/registration
aao-annual-2026,AAO 2026 Annual Meeting,Advance registration,2026-09-09,no,registration,New Orleans,US,https://www.aao.org/annual-meeting
aao-annual-2026,AAO 2026 Annual Meeting,Membership application deadline to register as a member,2026-09-15,no,registration,New Orleans,US,https://www.aao.org/annual-meeting/presenter/dates
aao-annual-2026,AAO 2026 Annual Meeting,Abstract acceptance notification (published in Meeting Guide),2026-09-01,no,notification,New Orleans,US,https://www.aao.org/annual-meeting/presenter/dates
acg-annual-2026,ACG 2026 Annual Scientific Meeting,Abstract submission,2026-06-01,no,submission,Nashville,US,https://acgmeetings.gi.org/abstracts/
ecnp-congress-2026,39th ECNP Congress 2026,Abstract submission,2026-05-07,no,submission,Munich,DE,https://www.ecnp.eu/congress2026/abstract/
ecnp-congress-2026,39th ECNP Congress 2026,Early fee registration,2026-05-20,no,registration,Munich,DE,https://www.ecnp.eu/congress2026/registration/registration-fees/
ecnp-congress-2026,39th ECNP Congress 2026,Abstract notification,2026-07-15,no,notification,Munich,DE,https://www.ecnp.eu/congress2026/abstract/
ecnp-congress-2026,39th ECNP Congress 2026,Presenter registration,2026-07-22,no,registration,Munich,DE,https://www.ecnp.eu/congress2026/abstract/
ecnp-congress-2026,39th ECNP Congress 2026,ePoster and poster upload,2026-09-08,no,submission,Munich,DE,https://www.ecnp.eu/congress2026/abstract/
ecnp-congress-2026,39th ECNP Congress 2026,Standard fee registration,2026-10-09,no,registration,Munich,DE,https://www.ecnp.eu/news/agenda-and-deadlines/
ecnp-congress-2026,39th ECNP Congress 2026,Onsite registration closes,2026-10-13,no,registration,Munich,DE,https://www.ecnp.eu/news/agenda-and-deadlines/
ama-research-challenge-2026,2026 AMA Research Challenge,Abstract submission,2026-07-16,no,submission,,,https://www.ama-assn.org/about/awards
ama-research-challenge-2026,2026 AMA Research Challenge,Abstract submission extended,2026-07-23,no,submission,,,https://www.ama-assn.org/about/awards
child-neurology-society-annual-2026,55th Child Neurology Society Annual Meeting,Abstract submission,2026-02-01,no,submission,Montreal,CA,https://www.childneurologysociety.org/colleagues/network/2026-abstracts-and-posters/
child-neurology-society-annual-2026,55th Child Neurology Society Annual Meeting,Abstract withdrawal deadline,2026-07-31,no,submission,Montreal,CA,https://www.childneurologysociety.org/colleagues/network/2026-abstracts-and-posters/
child-neurology-society-annual-2026,55th Child Neurology Society Annual Meeting,Encore abstract eligibility cutoff,2026-05-03,no,submission,Montreal,CA,https://www.childneurologysociety.org/colleagues/network/2026-abstracts-and-posters/
inebria-conference-2026,22nd INEBRIA Conference 2026,Abstract submission opens,2026-02-18,no,opens,Prague,CZ,https://inebria.net/prague-2026/
inebria-conference-2026,22nd INEBRIA Conference 2026,Abstract submission deadline,2026-04-29,no,submission,Prague,CZ,https://inebria.net/prague-2026/
plastic-surgery-the-meeting-2026,Plastic Surgery The Meeting 2026,Resident abstract submission opens,2026-03-04,no,opens,Houston,US,https://ww6.aievolution.com/asps/index.cfm?do=cnt.page&pg=1013
plastic-surgery-the-meeting-2026,Plastic Surgery The Meeting 2026,Resident abstract submission deadline,2026-04-30,no,submission,Houston,US,https://ww6.aievolution.com/asps/index.cfm?do=cnt.page&pg=1013
plastic-surgery-the-meeting-2026,Plastic Surgery The Meeting 2026,General call abstract submission deadline,2026-02-26,yes,submission,Houston,US,https://www.plasticsurgerythemeeting.com/
plastic-surgery-the-meeting-2026,Plastic Surgery The Meeting 2026,Advance registration deadline,2026-09-24,no,registration,Houston,US,https://www.plasticsurgerythemeeting.com/registration
anesthesiology-2026,ANESTHESIOLOGY 2026 Annual Meeting,General Session submission,2025-11-13,no,submission,San Diego,US,https://www.asahq.org/annualmeeting/education/submissions
anesthesiology-2026,ANESTHESIOLOGY 2026 Annual Meeting,Problem-Based Learning Discussion submission opens,2025-12-02,no,opens,San Diego,US,https://www.asahq.org/annualmeeting/education/submissions
anesthesiology-2026,ANESTHESIOLOGY 2026 Annual Meeting,Problem-Based Learning Discussion submission,2026-02-03,no,submission,San Diego,US,https://www.asahq.org/annualmeeting/education/submissions
aao-hnsf-annual-2026,AAO-HNSF 2026 Annual Meeting & OTO Experience,Call for Science submission opens,2025-12-01,no,opens,Los Angeles,US,https://www.entnet.org/events/annual-meeting/call-for-science/
aao-hnsf-annual-2026,AAO-HNSF 2026 Annual Meeting & OTO Experience,Call for Science submission deadline,2026-01-26,no,submission,Los Angeles,US,https://www.entnet.org/events/annual-meeting/call-for-science/
aao-hnsf-annual-2026,AAO-HNSF 2026 Annual Meeting & OTO Experience,Late-breaking science submission opens,2026-05-19,no,opens,Los Angeles,US,https://www.entnet.org/events/annual-meeting/program/late-breaking-science/
aao-hnsf-annual-2026,AAO-HNSF 2026 Annual Meeting & OTO Experience,Late-breaking science submission deadline,2026-06-09,no,submission,Los Angeles,US,https://www.entnet.org/events/annual-meeting/program/late-breaking-science/
aao-hnsf-annual-2026,AAO-HNSF 2026 Annual Meeting & OTO Experience,Early registration deadline,2026-08-24,no,registration,Los Angeles,US,https://www.entnet.org/events/annual-meeting/annual-meeting-faqs/
ana-annual-2026,American Neurological Association 151st Annual Meeting,Symposium proposal submission (Call for Topics),2025-12-15,no,submission,San Diego,US,https://myana.org/ana2026-annual-meeting-call-for-topics-submission-form/
ana-annual-2026,American Neurological Association 151st Annual Meeting,Abstract submission opens,2026-03-16,no,opens,San Diego,US,https://2026.myana.org/abstracts/abstract-submission-guidelines/
ana-annual-2026,American Neurological Association 151st Annual Meeting,Late-breaking abstract submission opens,2026-05-04,no,opens,San Diego,US,https://2026.myana.org/abstracts/abstract-submission-guidelines/
ana-annual-2026,American Neurological Association 151st Annual Meeting,Late-breaking abstract submission,2026-05-26,no,submission,San Diego,US,https://2026.myana.org/abstracts/abstract-submission-guidelines/
ana-annual-2026,American Neurological Association 151st Annual Meeting,Early registration deadline,2026-09-07,no,registration,San Diego,US,https://2026.myana.org/registration/registration/
chest-annual-meeting-2026,CHEST 2026 Annual Meeting,Abstract submission,2026-02-26,no,submission,Phoenix,US,https://info.chestnet.org/chest-call-for-abstracts
chest-annual-meeting-2026,CHEST 2026 Annual Meeting,Late-breaking abstract submission opens,2026-07-20,no,opens,Phoenix,US,https://info.chestnet.org/chest-2026-call-for-late-breaking-abstracts
chest-annual-meeting-2026,CHEST 2026 Annual Meeting,Late-breaking abstract submission,2026-08-12,no,submission,Phoenix,US,https://info.chestnet.org/chest-2026-call-for-late-breaking-abstracts
chest-annual-meeting-2026,CHEST 2026 Annual Meeting,Early registration,2026-10-05,no,registration,Phoenix,US,https://www.chestnet.org/learning-and-events/events/chest-annual-meeting
neurocritical-care-society-annual-2026,NCS 24th Annual Meeting,Abstract submission,2026-05-03,no,submission,Seattle,US,https://www.neurocriticalcare.org/Events/Annual-Meeting/Call-for-Research-Abstracts
neurocritical-care-society-annual-2026,NCS 24th Annual Meeting,Abstract notification,2026-06-01,yes,notification,Seattle,US,https://www.neurocriticalcare.org/Events/Annual-Meeting/Call-for-Research-Abstracts
neurocritical-care-society-annual-2026,NCS 24th Annual Meeting,Abstract withdrawal deadline (if accepted elsewhere),2026-07-17,no,notification,Seattle,US,https://www.neurocriticalcare.org/Events/Annual-Meeting/Call-for-Research-Abstracts
neurocritical-care-society-annual-2026,NCS 24th Annual Meeting,Early registration,2026-08-05,no,registration,Seattle,US,https://www.neurocriticalcare.org/Events/Annual-Meeting/Future-Annual-Meetings
neurocritical-care-society-annual-2026,NCS 24th Annual Meeting,Discounted housing deadline,2026-09-21,no,registration,Seattle,US,https://www.neurocriticalcare.org/Events/Annual-Meeting/Future-Annual-Meetings
asn-kidney-week-2026,ASN Kidney Week 2026,Late-breaking abstract submission,2026-09-02,no,submission,Denver,US,https://www.asn-online.org/education/kidneyweek/
asn-kidney-week-2026,ASN Kidney Week 2026,Early registration,2026-09-09,no,registration,Denver,US,https://www.asn-online.org/education/kidneyweek/
ectrims-actrims-2026,10th Joint ACTRIMS-ECTRIMS Meeting (MSToronto 2026),Abstract submission opens,2026-03-24,no,opens,Toronto,CA,https://mstoronto2026.org/
ectrims-actrims-2026,10th Joint ACTRIMS-ECTRIMS Meeting (MSToronto 2026),Abstract submission,2026-05-07,no,submission,Toronto,CA,https://mstoronto2026.org/
ectrims-actrims-2026,10th Joint ACTRIMS-ECTRIMS Meeting (MSToronto 2026),Late-breaking abstract submission opens,2026-05-12,no,opens,Toronto,CA,https://mstoronto2026.org/
ectrims-actrims-2026,10th Joint ACTRIMS-ECTRIMS Meeting (MSToronto 2026),Late-breaking abstract submission,2026-07-16,no,submission,Toronto,CA,https://mstoronto2026.org/
ectrims-actrims-2026,10th Joint ACTRIMS-ECTRIMS Meeting (MSToronto 2026),Early registration,2026-08-26,no,registration,Toronto,CA,https://mstoronto2026.org/
idweek-2026,IDWeek 2026,Abstract submission opens,2026-02-17,no,opens,Washington,US,https://idweek.org/abstracts/
idweek-2026,IDWeek 2026,Abstract submission,2026-04-30,no,submission,Washington,US,https://idweek.org/abstracts/
idweek-2026,IDWeek 2026,Late-breaker abstract submission opens,2026-06-22,no,opens,Washington,US,https://idweek.org/abstracts/
idweek-2026,IDWeek 2026,Late-breaker abstract submission,2026-08-04,no,submission,Washington,US,https://idweek.org/abstracts/
wsc-2026,18th World Stroke Congress,Abstract submission,2026-04-15,no,submission,Seoul,KR,https://worldstrokecongress.org/abstract-guidelines-submission/
wsc-2026,18th World Stroke Congress,Late-breaking abstract submission,2026-05-25,no,submission,Seoul,KR,https://worldstrokecongress.org/abstract-guidelines-submission/
esmo-congress-2026,ESMO Congress 2026,Abstract submission,2026-05-12,no,submission,Madrid,ES,https://www.esmo.org/meeting-calendar/esmo-congress-2026/abstracts
esmo-congress-2026,ESMO Congress 2026,Late-breaking abstract submission,2026-09-08,no,submission,Madrid,ES,https://www.esmo.org/meeting-calendar/esmo-congress-2026/abstracts
asrm-scientific-congress-2026,ASRM 2026 Scientific Congress and Expo,Abstract submission opens,2026-02-25,no,opens,Baltimore,US,https://www.asrm.org/globalassets/_asrm/news-events/asrm-scientific-congress/presenters/ASRM_2026_Abstract_Key_Dates.pdf
asrm-scientific-congress-2026,ASRM 2026 Scientific Congress and Expo,Abstract submission,2026-04-29,no,submission,Baltimore,US,https://www.asrm.org/globalassets/_asrm/news-events/asrm-scientific-congress/presenters/ASRM_2026_Abstract_Key_Dates.pdf
asrm-scientific-congress-2026,ASRM 2026 Scientific Congress and Expo,Abstract withdrawal deadline,2026-06-24,no,submission,Baltimore,US,https://www.asrm.org/globalassets/_asrm/news-events/asrm-scientific-congress/presenters/ASRM_2026_Abstract_Key_Dates.pdf
aacap-annual-2026,AACAP 73rd Annual Meeting 2026,"General submission deadline (Clinical Perspectives, Symposia, Workshops, Institutes, Media Theatre, Posters, other formats)",2026-02-12,no,submission,Atlanta,US,https://aacap.confex.com/aacap/2026/cfp.cgi
aacap-annual-2026,AACAP 73rd Annual Meeting 2026,Late New Research Poster submission deadline,2026-06-04,no,submission,Atlanta,US,https://aacap.confex.com/aacap/2026/cfp.cgi
aacap-annual-2026,AACAP 73rd Annual Meeting 2026,Registration opens to non members,2026-08-11,no,opens,Atlanta,US,https://x.com/AACAP/status/2084703165031547369
apna-annual-2026,APNA 40th Annual Conference 2026,Abstract submission,2026-03-02,no,submission,Phoenix,US,https://www.apna.org/apna-annual-conference/call-for-abstracts-2/
apna-annual-2026,APNA 40th Annual Conference 2026,Early registration,2026-09-14,no,registration,Phoenix,US,https://www.apna.org/apna-annual-conference/
congress-neurological-surgeons-2026,76th Congress of Neurological Surgeons Annual Meeting,Abstract submission,2026-05-26,no,submission,Washington,US,https://www.cns.org/annualmeeting/program/abstracts
congress-neurological-surgeons-2026,76th Congress of Neurological Surgeons Annual Meeting,Early registration,2026-05-31,no,registration,Washington,US,https://www.cns.org/annualmeeting/overview
congress-neurological-surgeons-2026,76th Congress of Neurological Surgeons Annual Meeting,Advanced registration deadline,2026-09-30,no,registration,Washington,US,https://www.cns.org/annualmeeting/overview
apha-annual-2026,APHA Annual Meeting and Expo 2026,Early registration,2026-07-14,no,registration,San Antonio,US,https://www.apha.org/events-and-meetings/annual/registration-information
apha-annual-2026,APHA Annual Meeting and Expo 2026,Advance registration,2026-09-15,no,registration,San Antonio,US,https://www.apha.org/events-and-meetings/annual/registration-information
apha-annual-2026,APHA Annual Meeting and Expo 2026,Late registration,2026-10-29,no,registration,San Antonio,US,https://www.apha.org/events-and-meetings/annual/registration-information
aasld-liver-meeting-2026,AASLD The Liver Meeting 2026,Case report and academic debate submission,2026-08-31,no,submission,Denver,US,https://www.aasld.org/tlm-26/home
aasld-liver-meeting-2026,AASLD The Liver Meeting 2026,Early registration,2026-08-26,no,registration,Denver,US,https://www.aasld.org/tlm-26/home
nei-congress-2026,NEI Fall Congress 2026,Poster abstract submission deadline,2026-08-03,no,submission,Colorado Springs,US,https://www.neiglobal.com/Congress/CNGPosterSession/tabid/159/Default.aspx
aamc-learn-serve-lead-2026,Learn Serve Lead 2026: The AAMC Annual Meeting,Abstract submission,2025-12-01,no,submission,Anaheim,US,https://www.aamc.org/learn-network/learn-serve-lead
acr-convergence-2026,ACR Convergence 2026,Late-breaking abstract submission,2026-09-22,no,submission,Orlando,US,https://www.rheumatology.org/annual-meeting
aha-scientific-sessions-2026,American Heart Association Scientific Sessions 2026,Abstract submission,2026-06-08,no,submission,Chicago,US,https://professional.heart.org/en/meetings/scientific-sessions/submit-science
aha-scientific-sessions-2026,American Heart Association Scientific Sessions 2026,Late-breaking science submission opens,2026-06-22,no,opens,Chicago,US,https://professional.heart.org/en/meetings/scientific-sessions/programming/late-breaking-science
aha-scientific-sessions-2026,American Heart Association Scientific Sessions 2026,Late-breaking science submission,2026-08-24,no,submission,Chicago,US,https://professional.heart.org/en/meetings/scientific-sessions/programming/late-breaking-science
aha-scientific-sessions-2026,American Heart Association Scientific Sessions 2026,Travel award application,2026-08-21,no,award,Chicago,US,https://professional.heart.org/en/meetings/scientific-sessions/awards
uiuc-uic-com-research-forum-2026,University of Illinois College of Medicine 2026 Research Forum,Abstract submission opens,2026-09-01,no,opens,Chicago,US,https://medicine.uic.edu/com-research/research-forum/submission-information/
uiuc-uic-com-research-forum-2026,University of Illinois College of Medicine 2026 Research Forum,Abstract submission deadline,2026-09-25,no,submission,Chicago,US,https://medicine.uic.edu/com-research/research-forum/submission-information/
uiuc-uic-com-research-forum-2026,University of Illinois College of Medicine 2026 Research Forum,Poster printing deadline,2026-10-16,no,submission,Chicago,US,https://medicine.uic.edu/com-research/research-forum/submission-information/
